Happy_comment_word,Happy_number_use_for_word,Sad_comment_word,Sad_number_use_for_word,All_number_use_for_word
مدتی,20.0,مدتی,25.0,45.0
سفارشمون,19.0,سفارشمون,26.0,45.0
تاریخش,12.0,تاریخش,33.0,45.0
گل,25.0,گل,20.0,45.0
ندارد.,10.0,ندارد.,35.0,45.0
دادین,14.0,دادین,31.0,45.0
مستقیم,8.0,مستقیم,37.0,45.0
سلامتی,22.0,سلامتی,23.0,45.0
خواست,15.0,خواست,30.0,45.0
نیاورده,11.0,نیاورده,34.0,45.0
پیتزارو,14.0,پیتزارو,31.0,45.0
نداشتیم,12.0,نداشتیم,33.0,45.0
فردا,9.0,فردا,35.0,44.0
نکشیده,6.0,نکشیده,38.0,44.0
امده,9.0,امده,35.0,44.0
تشکیل,10.0,تشکیل,34.0,44.0
گرفت.,22.0,گرفت.,22.0,44.0
هزارتومن,15.0,هزارتومن,29.0,44.0
چیدمان,24.0,چیدمان,20.0,44.0
چیلی,25.0,چیلی,19.0,44.0
غذام,17.0,غذام,27.0,44.0
هستش.,30.0,هستش.,14.0,44.0
کارش,28.0,کارش,16.0,44.0
هندوانه,15.0,هندوانه,29.0,44.0
صحبت,19.0,صحبت,25.0,44.0
صبر,14.0,صبر,30.0,44.0
نخلک,22.0,نخلک,22.0,44.0
چپه,12.0,چپه,32.0,44.0
مزخرف,4.0,مزخرف,40.0,44.0
میاره,19.0,میاره,25.0,44.0
۲-,10.0,۲-,34.0,44.0
ابتدا,19.0,ابتدا,25.0,44.0
بوود,27.0,بوود,17.0,44.0
فروشنده,15.0,فروشنده,29.0,44.0
زیاده.,30.0,زیاده.,14.0,44.0
فرستادند.,16.0,فرستادند.,28.0,44.0
تازه‌تر,37.0,تازه‌تر,7.0,44.0
مرتبه,13.0,مرتبه,31.0,44.0
مقصد,18.0,مقصد,26.0,44.0
پایینه,11.0,پایینه,33.0,44.0
سیستم,25.0,سیستم,19.0,44.0
ماهک,33.0,ماهک,11.0,44.0
کیف,37.0,کیف,7.0,44.0
اى,14.0,اى,30.0,44.0
خواهی,8.0,خواهی,36.0,44.0
اولش,26.0,اولش,18.0,44.0
نوستالژی,20.0,نوستالژی,24.0,44.0
بدرد,6.0,بدرد,38.0,44.0
چطوری,15.0,چطوری,29.0,44.0
تیرامیسو,16.0,تیرامیسو,28.0,44.0
کره‌ای,20.0,کره‌ای,23.0,43.0
فرستادن!,2.0,فرستادن!,41.0,43.0
بندی،,33.0,بندی،,10.0,43.0
خوشحالم,39.0,خوشحالم,4.0,43.0
مغایر,8.0,مغایر,35.0,43.0
حساسیت,11.0,حساسیت,32.0,43.0
موادی,11.0,موادی,32.0,43.0
متشکرم.,33.0,متشکرم.,10.0,43.0
شام,13.0,شام,30.0,43.0
آباد,27.0,آباد,16.0,43.0
باهم,18.0,باهم,25.0,43.0
حجیم,21.0,حجیم,22.0,43.0
انگشت,4.0,انگشت,39.0,43.0
عدس,19.0,عدس,24.0,43.0
اومده.,8.0,اومده.,35.0,43.0
متلاشی,9.0,متلاشی,34.0,43.0
قراره,12.0,قراره,31.0,43.0
فاصله‌ی,17.0,فاصله‌ی,26.0,43.0
بزنه,18.0,بزنه,25.0,43.0
بزنن,15.0,بزنن,28.0,43.0
بافت,25.0,بافت,18.0,43.0
برشته‌تر,35.0,برشته‌تر,8.0,43.0
نگاه,16.0,نگاه,27.0,43.0
اشکال,16.0,اشکال,27.0,43.0
کلوچه,18.0,کلوچه,25.0,43.0
قارچ‌ها,11.0,قارچ‌ها,32.0,43.0
محشر,42.0,محشر,1.0,43.0
گوش,19.0,گوش,24.0,43.0
آبگوشت,9.0,آبگوشت,34.0,43.0
فوقالعاده,17.0,فوقالعاده,26.0,43.0
۲۴,15.0,۲۴,28.0,43.0
گذاشتید,16.0,گذاشتید,27.0,43.0
جابجا,21.0,جابجا,22.0,43.0
مابقی,18.0,مابقی,25.0,43.0
١٠,17.0,١٠,26.0,43.0
۳۶۰,24.0,۳۶۰,19.0,43.0
ساقه,8.0,ساقه,35.0,43.0
کاهو‌ها,13.0,کاهو‌ها,30.0,43.0
پیشرفت,33.0,پیشرفت,10.0,43.0
۱۰۰۰,23.0,۱۰۰۰,20.0,43.0
چاکلت,21.0,چاکلت,21.0,42.0
بزارین,17.0,بزارین,25.0,42.0
رویه,13.0,رویه,29.0,42.0
دیش,17.0,دیش,25.0,42.0
دریافتی,10.0,دریافتی,32.0,42.0
برایم,15.0,برایم,27.0,42.0
شمع,13.0,شمع,29.0,42.0
برگرلند,14.0,برگرلند,28.0,42.0
خییییلی,18.0,خییییلی,24.0,42.0
استاندارد,16.0,استاندارد,26.0,42.0
باب,22.0,باب,20.0,42.0
خیر,21.0,خیر,21.0,42.0
میزارن,14.0,میزارن,28.0,42.0
خوبیه,33.0,خوبیه,9.0,42.0
۵۰۰۰,12.0,۵۰۰۰,30.0,42.0
می‌کنید,21.0,می‌کنید,21.0,42.0
تن,16.0,تن,26.0,42.0
اجازه,11.0,اجازه,31.0,42.0
نانی,9.0,نانی,33.0,42.0
تصمیم,14.0,تصمیم,28.0,42.0
پیکشون,27.0,پیکشون,15.0,42.0
اونجا,14.0,اونجا,28.0,42.0
اعمال,20.0,اعمال,22.0,42.0
مونده.,6.0,مونده.,36.0,42.0
کرفس,18.0,کرفس,24.0,42.0
کدام,10.0,کدام,32.0,42.0
افتضاحه,1.0,افتضاحه,41.0,42.0
موند,16.0,موند,26.0,42.0
پرچرب,12.0,پرچرب,30.0,42.0
دهید,24.0,دهید,18.0,42.0
وهم,31.0,وهم,11.0,42.0
نکرد,8.0,نکرد,34.0,42.0
کیکش,24.0,کیکش,18.0,42.0
همینطوری,26.0,همینطوری,16.0,42.0
کیک‌های,17.0,کیک‌های,25.0,42.0
دادید,10.0,دادید,32.0,42.0
کردن،,14.0,کردن،,28.0,42.0
وتازه,37.0,وتازه,5.0,42.0
عالی!,39.0,عالی!,3.0,42.0
یکمی,34.0,یکمی,7.0,41.0
مشترى,10.0,مشترى,31.0,41.0
خیلیم,29.0,خیلیم,12.0,41.0
نشدم,26.0,نشدم,15.0,41.0
دون,14.0,دون,27.0,41.0
کبابها,10.0,کبابها,31.0,41.0
مواجه,4.0,مواجه,37.0,41.0
تکون,16.0,تکون,25.0,41.0
ظرفش,19.0,ظرفش,22.0,41.0
سردی,17.0,سردی,24.0,41.0
سطل,4.0,سطل,37.0,41.0
رفع,17.0,رفع,24.0,41.0
شاهو,40.0,شاهو,1.0,41.0
کدو,19.0,کدو,22.0,41.0
بگذارید,22.0,بگذارید,19.0,41.0
دوساعت,2.0,دوساعت,39.0,41.0
سعادت,24.0,سعادت,17.0,41.0
می‌کنه,18.0,می‌کنه,23.0,41.0
می‌شد.,27.0,می‌شد.,14.0,41.0
نقل,19.0,نقل,22.0,41.0
ماسک,32.0,ماسک,9.0,41.0
نمیکنه,19.0,نمیکنه,22.0,41.0
قطعات,13.0,قطعات,28.0,41.0
چیزش,27.0,چیزش,14.0,41.0
ایس,14.0,ایس,27.0,41.0
bud,25.0,bud,16.0,41.0
راستش,21.0,راستش,20.0,41.0
کالایی,8.0,کالایی,33.0,41.0
مطمئن,21.0,مطمئن,20.0,41.0
۳۰۰۰,11.0,۳۰۰۰,30.0,41.0
گونه,12.0,گونه,29.0,41.0
حرکت,18.0,حرکت,23.0,41.0
کم،,8.0,کم،,33.0,41.0
اتمام,9.0,اتمام,32.0,41.0
ایستک,17.0,ایستک,24.0,41.0
شعور,6.0,شعور,35.0,41.0
نرسید,14.0,نرسید,27.0,41.0
غنچه,29.0,غنچه,12.0,41.0
چیزا,20.0,چیزا,21.0,41.0
تحت,15.0,تحت,26.0,41.0
ازینجا,7.0,ازینجا,34.0,41.0
نوشیدنی‌ها,14.0,نوشیدنی‌ها,27.0,41.0
بلد,7.0,بلد,34.0,41.0
جوجه‌اش,12.0,جوجه‌اش,29.0,41.0
۹۰,9.0,۹۰,31.0,40.0
گوشه,9.0,گوشه,31.0,40.0
نشود,13.0,نشود,27.0,40.0
رسانی,19.0,رسانی,21.0,40.0
سفارش.,12.0,سفارش.,28.0,40.0
نگرفته,12.0,نگرفته,28.0,40.0
رویال,15.0,رویال,25.0,40.0
سری‌های,13.0,سری‌های,27.0,40.0
برسد,14.0,برسد,26.0,40.0
چیزایی,20.0,چیزایی,20.0,40.0
اهمیتی,10.0,اهمیتی,30.0,40.0
بقدری,6.0,بقدری,34.0,40.0
وضع,10.0,وضع,30.0,40.0
انتظاری,6.0,انتظاری,34.0,40.0
بقیش,18.0,بقیش,22.0,40.0
بند,3.0,بند,37.0,40.0
دادند.,19.0,دادند.,21.0,40.0
توضیحاتی,24.0,توضیحاتی,16.0,40.0
نامطبوعی,5.0,نامطبوعی,35.0,40.0
تایمی,36.0,تایمی,4.0,40.0
شود،,15.0,شود،,25.0,40.0
نان‌های,20.0,نان‌های,20.0,40.0
اشانتیون,34.0,اشانتیون,6.0,40.0
کم.,12.0,کم.,28.0,40.0
موفقیت,32.0,موفقیت,8.0,40.0
معلومه,10.0,معلومه,30.0,40.0
پنه,13.0,پنه,27.0,40.0
لند,13.0,لند,27.0,40.0
معده,2.0,معده,38.0,40.0
پیتزاهاش,22.0,پیتزاهاش,18.0,40.0
می‌دم,18.0,می‌دم,22.0,40.0
خرما,18.0,خرما,22.0,40.0
پولم,3.0,پولم,36.0,39.0
مافین,16.0,مافین,23.0,39.0
پیک‌های,20.0,پیک‌های,19.0,39.0
نانش,17.0,نانش,22.0,39.0
بریزید,19.0,بریزید,20.0,39.0
میده.,20.0,میده.,19.0,39.0
میگیرین,10.0,میگیرین,29.0,39.0
زیاد.,23.0,زیاد.,16.0,39.0
جمله,16.0,جمله,23.0,39.0
زننده,7.0,زننده,32.0,39.0
بکار,15.0,بکار,24.0,39.0
محاسبه,7.0,محاسبه,32.0,39.0
کاملن,8.0,کاملن,31.0,39.0
پیگیر,22.0,پیگیر,17.0,39.0
خوشبختانه,28.0,خوشبختانه,11.0,39.0
حسابم,8.0,حسابم,31.0,39.0
می‌خواستم,17.0,می‌خواستم,22.0,39.0
شربت,16.0,شربت,23.0,39.0
خداییش,30.0,خداییش,9.0,39.0
نظیره,38.0,نظیره,1.0,39.0
بکنید,16.0,بکنید,23.0,39.0
شرمنده,7.0,شرمنده,32.0,39.0
بنویسید,10.0,بنویسید,29.0,39.0
کنیم.,18.0,کنیم.,21.0,39.0
بالاتری,14.0,بالاتری,25.0,39.0
انواع,21.0,انواع,18.0,39.0
چهارم,14.0,چهارم,25.0,39.0
می‌شه,22.0,می‌شه,17.0,39.0
درضمن,16.0,درضمن,23.0,39.0
دانه,18.0,دانه,21.0,39.0
عالییی,37.0,عالییی,2.0,39.0
دفه,17.0,دفه,22.0,39.0
بودم!,14.0,بودم!,25.0,39.0
گرونتر,15.0,گرونتر,24.0,39.0
شیراز,29.0,شیراز,10.0,39.0
عرق,8.0,عرق,31.0,39.0
آویشن,16.0,آویشن,23.0,39.0
ضخم,10.0,ضخم,29.0,39.0
متشکر,36.0,متشکر,3.0,39.0
عالییییی,38.0,عالییییی,1.0,39.0
وبه,33.0,وبه,6.0,39.0
آیتم,16.0,آیتم,23.0,39.0
لابی,7.0,لابی,32.0,39.0
نشان,13.0,نشان,26.0,39.0
راحتی,15.0,راحتی,24.0,39.0
آوردن،,15.0,آوردن،,23.0,38.0
آرزوی,35.0,آرزوی,3.0,38.0
کارکنان,34.0,کارکنان,4.0,38.0
دندون,9.0,دندون,29.0,38.0
بی‌کیفیت,4.0,بی‌کیفیت,34.0,38.0
دچار,8.0,دچار,30.0,38.0
بگیرم.,7.0,بگیرم.,31.0,38.0
کنین.,21.0,کنین.,17.0,38.0
گیاهی,26.0,گیاهی,12.0,38.0
العاده‌ای,33.0,العاده‌ای,5.0,38.0
۴تا,13.0,۴تا,25.0,38.0
بشن,16.0,بشن,22.0,38.0
خیال,28.0,خیال,10.0,38.0
بهداشت,29.0,بهداشت,9.0,38.0
بهبود,13.0,بهبود,25.0,38.0
شعب,13.0,شعب,25.0,38.0
دومه,11.0,دومه,27.0,38.0
خیابان,10.0,خیابان,28.0,38.0
معقول,28.0,معقول,10.0,38.0
غذاى,14.0,غذاى,24.0,38.0
فود،,18.0,فود،,20.0,38.0
نمیخورد,9.0,نمیخورد,29.0,38.0
میبود,21.0,میبود,17.0,38.0
کوفته,20.0,کوفته,18.0,38.0
کسانی,26.0,کسانی,12.0,38.0
درصورتی,10.0,درصورتی,28.0,38.0
تماما,8.0,تماما,30.0,38.0
پائین,5.0,پائین,33.0,38.0
پیک.,24.0,پیک.,14.0,38.0
گوساله,5.0,گوساله,33.0,38.0
دیگش,15.0,دیگش,23.0,38.0
میخواد,10.0,میخواد,28.0,38.0
مرجوع,5.0,مرجوع,33.0,38.0
هشت,17.0,هشت,21.0,38.0
کد,22.0,کد,16.0,38.0
همونطور,29.0,همونطور,9.0,38.0
میخوری,9.0,میخوری,29.0,38.0
نمکش,29.0,نمکش,9.0,38.0
برخی,16.0,برخی,22.0,38.0
نوش,25.0,نوش,13.0,38.0
خوشایند,22.0,خوشایند,15.0,37.0
سالادی,13.0,سالادی,24.0,37.0
گودا,14.0,گودا,23.0,37.0
تاش,8.0,تاش,29.0,37.0
نیستن,13.0,نیستن,24.0,37.0
چهارتا,9.0,چهارتا,28.0,37.0
پیتزاهایی,20.0,پیتزاهایی,17.0,37.0
رولت‌ها,16.0,رولت‌ها,21.0,37.0
می‌رسید,17.0,می‌رسید,20.0,37.0
اینجور,9.0,اینجور,28.0,37.0
عالمه,8.0,عالمه,29.0,37.0
مهمونم,4.0,مهمونم,33.0,37.0
کاراملی,11.0,کاراملی,26.0,37.0
نداشتم،,13.0,نداشتم،,24.0,37.0
کتلت,10.0,کتلت,27.0,37.0
لادن,16.0,لادن,21.0,37.0
تحمل,6.0,تحمل,31.0,37.0
دستم.,24.0,دستم.,13.0,37.0
عسل,15.0,عسل,22.0,37.0
موندم,7.0,موندم,30.0,37.0
پایدار,32.0,پایدار,5.0,37.0
۱۸,13.0,۱۸,24.0,37.0
ادبانه,8.0,ادبانه,29.0,37.0
پایینتر,12.0,پایینتر,25.0,37.0
شامپو,9.0,شامپو,28.0,37.0
شیرمال,15.0,شیرمال,22.0,37.0
انصاف,12.0,انصاف,25.0,37.0
مبلغش,11.0,مبلغش,26.0,37.0
دنبه,10.0,دنبه,27.0,37.0
پفک,11.0,پفک,26.0,37.0
بالا،,18.0,بالا،,19.0,37.0
نمیداد.,15.0,نمیداد.,22.0,37.0
+,20.0,+,17.0,37.0
پنجره‌ای,26.0,پنجره‌ای,11.0,37.0
بعدم,8.0,بعدم,29.0,37.0
میدی,12.0,میدی,25.0,37.0
تحویل،,18.0,تحویل،,19.0,37.0
نمیشد.,8.0,نمیشد.,29.0,37.0
جذاب,27.0,جذاب,10.0,37.0
بفرستین,15.0,بفرستین,21.0,36.0
نقطه,16.0,نقطه,20.0,36.0
بودیم،,19.0,بودیم،,17.0,36.0
نیمرو,9.0,نیمرو,27.0,36.0
نمیده,17.0,نمیده,19.0,36.0
سفارشاتم,24.0,سفارشاتم,12.0,36.0
چندم,8.0,چندم,28.0,36.0
امتحانش,30.0,امتحانش,6.0,36.0
پشیمان,3.0,پشیمان,33.0,36.0
میکنین,9.0,میکنین,27.0,36.0
کویین,20.0,کویین,16.0,36.0
پیتزاتون,22.0,پیتزاتون,14.0,36.0
باشه!,20.0,باشه!,16.0,36.0
آوردند.,13.0,آوردند.,23.0,36.0
باشیم,16.0,باشیم,20.0,36.0
متاسف,3.0,متاسف,33.0,36.0
معطلی,8.0,معطلی,28.0,36.0
اینجانب,5.0,اینجانب,31.0,36.0
زدیم,7.0,زدیم,29.0,36.0
دیزاین,24.0,دیزاین,12.0,36.0
پختش,19.0,پختش,17.0,36.0
ذره‌ای,13.0,ذره‌ای,23.0,36.0
ظاهری,4.0,ظاهری,32.0,36.0
ولرم,23.0,ولرم,13.0,36.0
برسه،,10.0,برسه،,26.0,36.0
عذا,13.0,عذا,23.0,36.0
کوچک‌تر,8.0,کوچک‌تر,28.0,36.0
مراجعه,7.0,مراجعه,29.0,36.0
خونگی,28.0,خونگی,8.0,36.0
کرد،,14.0,کرد،,22.0,36.0
کلاسیک,15.0,کلاسیک,21.0,36.0
کاهوها,9.0,کاهوها,27.0,36.0
موقع.,35.0,موقع.,1.0,36.0
سابقه,4.0,سابقه,32.0,36.0
کارم,12.0,کارم,24.0,36.0
میرزا,17.0,میرزا,19.0,36.0
انشالله,29.0,انشالله,7.0,36.0
خودشو,15.0,خودشو,21.0,36.0
مهم‌تر,25.0,مهم‌تر,11.0,36.0
میشن,20.0,میشن,16.0,36.0
چپ,8.0,چپ,28.0,36.0
اومدن,18.0,اومدن,18.0,36.0
ادویه‌ای,14.0,ادویه‌ای,22.0,36.0
میهن,12.0,میهن,24.0,36.0
اونو,9.0,اونو,27.0,36.0
برطرف,22.0,برطرف,14.0,36.0
آلو,16.0,آلو,20.0,36.0
…ممنون,34.0,…ممنون,2.0,36.0
۲.,14.0,۲.,22.0,36.0
۴۰۰۰,13.0,۴۰۰۰,23.0,36.0
فودپارتی,22.0,فودپارتی,14.0,36.0
نزده,11.0,نزده,25.0,36.0
۶۰,13.0,۶۰,23.0,36.0
وان,25.0,وان,10.0,35.0
اکبرجوجه,16.0,اکبرجوجه,19.0,35.0
خوبش,21.0,خوبش,14.0,35.0
شدیم.,16.0,شدیم.,19.0,35.0
خشک،,7.0,خشک،,28.0,35.0
رها,3.0,رها,32.0,35.0
کس,7.0,کس,28.0,35.0
گذشت,8.0,گذشت,27.0,35.0
پی,13.0,پی,22.0,35.0
۸۰,11.0,۸۰,24.0,35.0
سبد,12.0,سبد,23.0,35.0
بیارید,20.0,بیارید,15.0,35.0
عوامل,31.0,عوامل,4.0,35.0
نمیاد,15.0,نمیاد,20.0,35.0
شروع,14.0,شروع,21.0,35.0
اعتراض,7.0,اعتراض,28.0,35.0
محلی,25.0,محلی,10.0,35.0
گلاب,7.0,گلاب,28.0,35.0
استپ,23.0,استپ,12.0,35.0
میدم،,16.0,میدم،,19.0,35.0
استخون,14.0,استخون,21.0,35.0
اقتصادی,19.0,اقتصادی,16.0,35.0
خیلیییییی,14.0,خیلیییییی,21.0,35.0
است!,12.0,است!,23.0,35.0
میزارید,14.0,میزارید,21.0,35.0
کنید!,14.0,کنید!,21.0,35.0
کسر,10.0,کسر,25.0,35.0
انگاری,12.0,انگاری,23.0,35.0
اوایل,11.0,اوایل,24.0,35.0
اوردند,13.0,اوردند,22.0,35.0
میشود.,17.0,میشود.,18.0,35.0
میفرستین,6.0,میفرستین,29.0,35.0
روزی,19.0,روزی,16.0,35.0
بخواد,7.0,بخواد,28.0,35.0
میدادم.,15.0,میدادم.,20.0,35.0
٢٠,16.0,٢٠,19.0,35.0
قیمت.,18.0,قیمت.,17.0,35.0
مشاهده,13.0,مشاهده,22.0,35.0
مدتها,21.0,مدتها,14.0,35.0
گیری,13.0,گیری,22.0,35.0
bood,25.0,bood,10.0,35.0
دبل,13.0,دبل,22.0,35.0
ینی,12.0,ینی,22.0,34.0
هیچکدوم,14.0,هیچکدوم,20.0,34.0
عدسی,19.0,عدسی,15.0,34.0
جذب,8.0,جذب,26.0,34.0
تولیدش,11.0,تولیدش,23.0,34.0
خبر,10.0,خبر,24.0,34.0
بازی,8.0,بازی,26.0,34.0
مسئول,14.0,مسئول,20.0,34.0
ا,12.0,ا,22.0,34.0
موردی,18.0,موردی,16.0,34.0
باشد،,16.0,باشد،,18.0,34.0
پپسی,18.0,پپسی,16.0,34.0
مچاله,10.0,مچاله,24.0,34.0
نشه.,20.0,نشه.,14.0,34.0
کترینگ,16.0,کترینگ,18.0,34.0
کوچکترین,12.0,کوچکترین,22.0,34.0
اولم,18.0,اولم,16.0,34.0
ضخامت,7.0,ضخامت,27.0,34.0
هم‌,22.0,هم‌,12.0,34.0
عزیزان,27.0,عزیزان,7.0,34.0
مایه,9.0,مایه,25.0,34.0
نظارت,8.0,نظارت,26.0,34.0
وکیفیت,17.0,وکیفیت,17.0,34.0
بفرستند,13.0,بفرستند,21.0,34.0
داغ.,31.0,داغ.,3.0,34.0
هی,13.0,هی,21.0,34.0
قیمتا,22.0,قیمتا,12.0,34.0
ترتیب,15.0,ترتیب,19.0,34.0
۱٫۵,1.0,۱٫۵,33.0,34.0
میخوره,8.0,میخوره,26.0,34.0
شما،,27.0,شما،,7.0,34.0
نمی‌کنم.,3.0,نمی‌کنم.,31.0,34.0
اسلامی,21.0,اسلامی,13.0,34.0
گردید,10.0,گردید,24.0,34.0
میدادیم,11.0,میدادیم,23.0,34.0
همچی,30.0,همچی,4.0,34.0
نکردند,7.0,نکردند,27.0,34.0
بعدا,19.0,بعدا,15.0,34.0
استوایی,8.0,استوایی,26.0,34.0
حاوی,7.0,حاوی,27.0,34.0
پرسی,15.0,پرسی,19.0,34.0
نامطبوع,4.0,نامطبوع,30.0,34.0
سفارشهای,11.0,سفارشهای,23.0,34.0
قبل،,12.0,قبل،,22.0,34.0
ببرید,9.0,ببرید,25.0,34.0
فرد,20.0,فرد,14.0,34.0
دونات‌ها,16.0,دونات‌ها,18.0,34.0
قیفی,20.0,قیفی,14.0,34.0
کمه.,26.0,کمه.,8.0,34.0
بزرگی,14.0,بزرگی,20.0,34.0
خیلیی,15.0,خیلیی,19.0,34.0
آنچه,10.0,آنچه,24.0,34.0
وخیلی,27.0,وخیلی,7.0,34.0
مشخصا,6.0,مشخصا,28.0,34.0
پاسخ,12.0,پاسخ,22.0,34.0
رسید..,26.0,رسید..,8.0,34.0
باور,15.0,باور,19.0,34.0
جوجش,15.0,جوجش,19.0,34.0
فلفلی,18.0,فلفلی,16.0,34.0
طوریکه,12.0,طوریکه,21.0,33.0
ارسال،,19.0,ارسال،,14.0,33.0
بعلت,10.0,بعلت,23.0,33.0
درحالی,9.0,درحالی,24.0,33.0
لیمویی,14.0,لیمویی,19.0,33.0
لیوانی,7.0,لیوانی,26.0,33.0
فودی,15.0,فودی,18.0,33.0
نظم,11.0,نظم,22.0,33.0
درحالیکه,3.0,درحالیکه,30.0,33.0
قیافه,7.0,قیافه,26.0,33.0
ترکیده,7.0,ترکیده,26.0,33.0
میذارن,14.0,میذارن,19.0,33.0
نعنا,11.0,نعنا,22.0,33.0
سومین,10.0,سومین,23.0,33.0
بری,10.0,بری,23.0,33.0
وظیفه,19.0,وظیفه,14.0,33.0
مشتریتون,22.0,مشتریتون,11.0,33.0
کهنگی,5.0,کهنگی,28.0,33.0
حجمشم,21.0,حجمشم,12.0,33.0
شاتوت,16.0,شاتوت,17.0,33.0
بالاس,22.0,بالاس,11.0,33.0
باماهاس,16.0,باماهاس,17.0,33.0
"بود,",19.0,"بود,",14.0,33.0
the,20.0,the,13.0,33.0
دومی,9.0,دومی,24.0,33.0
دونفره,13.0,دونفره,20.0,33.0
بدطعم,2.0,بدطعم,31.0,33.0
هزینه‌ای,4.0,هزینه‌ای,29.0,33.0
مطابقت,11.0,مطابقت,22.0,33.0
بگین,12.0,بگین,21.0,33.0
سوپش,18.0,سوپش,15.0,33.0
پاستای,11.0,پاستای,22.0,33.0
گرون‌تر,17.0,گرون‌تر,16.0,33.0
مشتری.,11.0,مشتری.,22.0,33.0
اصلا.,5.0,اصلا.,28.0,33.0
همشو,5.0,همشو,28.0,33.0
می‌شود.,21.0,می‌شود.,12.0,33.0
۳۵,12.0,۳۵,21.0,33.0
مقوایی,14.0,مقوایی,19.0,33.0
وقتى,6.0,وقتى,27.0,33.0
مرطوب,19.0,مرطوب,14.0,33.0
نودل,13.0,نودل,20.0,33.0
ارایه,10.0,ارایه,23.0,33.0
رستوران.,16.0,رستوران.,17.0,33.0
فرمایید,17.0,فرمایید,16.0,33.0
پاسخگو,5.0,پاسخگو,28.0,33.0
دلخواه,15.0,دلخواه,18.0,33.0
مناسبه,28.0,مناسبه,5.0,33.0
نشده.,12.0,نشده.,21.0,33.0
شیرنی,14.0,شیرنی,19.0,33.0
سینی,15.0,سینی,18.0,33.0
اصولا,9.0,اصولا,24.0,33.0
آینده,22.0,آینده,11.0,33.0
مقوا,9.0,مقوا,24.0,33.0
ماهشام,11.0,ماهشام,21.0,32.0
…واقعا,7.0,…واقعا,25.0,32.0
بچه‌های,28.0,بچه‌های,4.0,32.0
کیفی,17.0,کیفی,15.0,32.0
موس,10.0,موس,22.0,32.0
کم‌تر,14.0,کم‌تر,18.0,32.0
مدت‌ها,18.0,مدت‌ها,14.0,32.0
مرغ،,9.0,مرغ،,23.0,32.0
دیگران,13.0,دیگران,19.0,32.0
معذرت,3.0,معذرت,29.0,32.0
شیشه‌ای,10.0,شیشه‌ای,22.0,32.0
شوری,13.0,شوری,19.0,32.0
نیومده,6.0,نیومده,26.0,32.0
az,18.0,az,14.0,32.0
روزه,7.0,روزه,25.0,32.0
ار,13.0,ار,19.0,32.0
شکلش,9.0,شکلش,23.0,32.0
شکری,17.0,شکری,15.0,32.0
درک,12.0,درک,20.0,32.0
هالوپ-ن-,17.0,هالوپ-ن-,15.0,32.0
درواقع,10.0,درواقع,22.0,32.0
زیاد،,12.0,زیاد،,20.0,32.0
بعداز,8.0,بعداز,24.0,32.0
فرستاد,9.0,فرستاد,23.0,32.0
چندمه,9.0,چندمه,23.0,32.0
تومنه,4.0,تومنه,28.0,32.0
قیمتشم,18.0,قیمتشم,14.0,32.0
خوشمزست,27.0,خوشمزست,5.0,32.0
چى,18.0,چى,14.0,32.0
بلند,9.0,بلند,23.0,32.0
ناچیز,8.0,ناچیز,24.0,32.0
میکردین,16.0,میکردین,16.0,32.0
فیش,16.0,فیش,16.0,32.0
پرتغال,7.0,پرتغال,25.0,32.0
بااینکه,17.0,بااینکه,15.0,32.0
شخصه,15.0,شخصه,17.0,32.0
باقلوای,8.0,باقلوای,24.0,32.0
بازار,14.0,بازار,18.0,32.0
شدم،,11.0,شدم،,21.0,32.0
خییلی,16.0,خییلی,16.0,32.0
ول,11.0,ول,21.0,32.0
میدونستم,13.0,میدونستم,19.0,32.0
میداد!,8.0,میداد!,24.0,32.0
میخورم,12.0,میخورم,20.0,32.0
تشخیص,9.0,تشخیص,23.0,32.0
برگر‌ها,10.0,برگر‌ها,22.0,32.0
قطر,5.0,قطر,27.0,32.0
سزارش,14.0,سزارش,18.0,32.0
میتونید,12.0,میتونید,19.0,31.0
محض,10.0,محض,21.0,31.0
بیا,8.0,بیا,23.0,31.0
مطلوبی,13.0,مطلوبی,18.0,31.0
بحال,7.0,بحال,24.0,31.0
بسیاااار,11.0,بسیاااار,20.0,31.0
شخصا,18.0,شخصا,13.0,31.0
دیواره,11.0,دیواره,20.0,31.0
لبنیات,19.0,لبنیات,12.0,31.0
می‌کنم.,25.0,می‌کنم.,6.0,31.0
نفهمیدم,11.0,نفهمیدم,20.0,31.0
نقدی,16.0,نقدی,15.0,31.0
دودی,12.0,دودی,19.0,31.0
آیا,15.0,آیا,16.0,31.0
سفارشمو,15.0,سفارشمو,16.0,31.0
هفته‌ای,11.0,هفته‌ای,20.0,31.0
بسیااااار,11.0,بسیااااار,20.0,31.0
