words,labele
همسایه‌های,3
سفارشم،,3
گلابی,3
خواهند,3
ایرانیه,3
=,3
صحنه,3
خیارشور‌های,3
گفتید,3
شیرین،,3
خیارها,3
میگذره,3
همشه,3
مغز‌ها,3
این‌همه,3
زعفرانیه,3
خیالمون,3
آبغوره,3
صدبار,3
مقدارى,3
صفت,3
خیلی‌تر,3
سوپشون,3
هایتان,3
خیییییییلی,3
بزرگترین,3
برندی,3
کامنتها,3
ایتالین,3
دائمش,3
دائمشون,3
نباشم,3
ماندگار,3
هایدای,3
می‌آید,3
دابل,3
خریداران,3
خریدار,3
زودتراز,3
کاملی,3
۷۵۰۰,3
زرد،,3
ضحم,3
المللی,3
داد..,3
نشود،,3
هامون,3
ضخیمتر,3
فقد,3
خرابه,3
نبات,3
امروز.,3
ضخیم‌تر,3
خدماتی,3
متاسفانه،,3
خرید‌ها,3
مانع,3
خساست,3
مقدور,3
برند‌های,3
سفارشات،,3
…پیتزا,3
میکنین.,3
فروشش,3
گزینه‌های,3
گیسو,3
بااسنپ,3
خشکه,3
فروشتون,3
آخرش,3
الو,3
صلاح,3
آخرشم,3
مستقیما,3
خیییلییی,3
همکارام,3
قد,3
میکنیم،,3
الهیه,3
خشخاشی,3
همکارای,3
مانیزان,3
هدر,3
آخری,3
همکاریشون,3
صمیمی,3
میکنید،,3
زغالی,3
سلاد,3
خدماتشون,3
مبادی,3
گوجه‌ی,3
شیرینی‌ها،,3
میگوها,3
خوردیم.,3
گوشتهای,3
سفلرش,3
قیمتهاش,3
خورده‌ای,3
هست!!!,3
هشتم,3
مربوطه,3
هضم,3
سوپرمارکت‌های,3
گوجه‌فرنگی,3
vaghan,3
زنجبیلی,3
برگرشون,3
سفت‌تر,3
شیمودا,3
مفید,3
کشید!,3
خوشنزه,3
ماکرو,3
ماکارون‌ها,3
گوجش,3
گوشت‌های,3
سفته,3
خوردش,3
شیوع,3
زمستانی,3
گوشتم,3
برگردونن,3
زمینش,3
برگردونم,3
خوشمززززه,3
خوشمززه,3
خوشمزس.,3
خوشمان,3
زمینیها,3
۹۰٪,3
برگرداندن,3
زمینیا,3
خوشرنگ,3
tashakor,3
گوشتتون,3
خوشحالم.,3
they,3
"خوشمزه,",3
اینجا.,3
خوشبو,3
مایکروفر,3
سفیدش,3
برگر.,3
سفیدی,3
فست‌فود,3
خوشمزههههه,3
ماکه,3
شیرینی‌های‌تر,3
هستیم،,3
پیشاپیش,3
برگردوندند.,3
گوشتشون,3
کشمشیش,3
موجوده,3
هلیم,3
کاملا،,3
"""کیفیت",3
…گرم,3
میباشد.,3
نباشه!,3
مقدارش.,3
زنگو,3
مسافتی,3
ایستاده,3
پیتزاهم,3
"""واقعا""""",3
نستله,3
اما،,3
zamini,3
هرچه,3
نباشند,3
خوبه؛,3
ایمنی,3
گلو,3
خوبه:),3
sheddat,3
خوبه!,3
"کاملا""""",3
همدیگه,3
فضای,3
ایست,3
بریزند,3
پیتزاهاست,3
مبلغشو,3
گونه‌ای,3
خیار،,3
service,3
خوب‌بود.,3
کالا‌های,3
همبرگرای,3
همبرگرا,3
مقدار،,3
خوراکی‌ها,3
خوشگل‌تر,3
گه,3
خوش‌,3
مه,3
مرتفع,3
برگرهایی,3
خوش‌طعم.,3
اینصورت,3
خوراک.,3
سفت!,3
میگفتم,3
زمان‌بندی,3
شیرینیه,3
…یه,3
خودمونم,3
زننده‌ای,3
برگش,3
نباشیم,3
قیمتو,3
کالباس.,3
خونمون,3
خودشم,3
برگشتم,3
هرکس,3
شیکی,3
خونه.,3
کامرانیه,3
سسشم,3
فقط!,3
آورین,3
فرمایید.,3
آمولای,3
ماش,3
بسیاار,3
زبون,3
نیستم،,3
کارا,3
نیستم.,3
داشتن،,3
نجات,3
بازنگری,3
قسمتیش,3
حدس,3
حداکثر,3
داشتنی،,3
آنتیک,3
قشنگتر,3
وااای,3
وااقعا,3
آنرا,3
مدیریت،,3
بسیارتازه,3
نیست),3
میخریدم,3
morgh,3
۶۵,3
زاگ,3
متفرقه,3
می‌تونید,3
واحترام,3
آنکه,3
سرکار,3
نثار,3
نیستند,3
برمیگرده,3
‌به,3
داش,3
متعهد,3
میکسش,3
ملایم‌تر,3
مهربون,3
آماده‌سازی,3
اکثریت,3
داشت:),3
میکروب,3
سرگردان,3
کاکادو,3
حسابی.,3
شکلاتا,3
داشت؛,3
زووود,3
پکینگ,3
گرفتن.,3
بسیاااااااار,3
طعم‌ترین,3
سرکوچه,3
آمده.,3
سرکه‌ای,3
نیستید,3
قسمتى,3
آمریکاییش,3
نیستند.,3
آمل,3
زبونم,3
امشبم,3
زامبون,3
یخی,3
جوریه,3
جویدن,3
بسیییییار,3
میخواستم،,3
نزدیکه،,3
مزشو,3
ریزه,3
"واقعا""""",3
ریزتر,3
طولانى,3
آوردنش.,3
جونتون,3
نیازه,3
جوریکه,3
آوردید,3
واقعا..,3
یلداتون,3
یو,3
داگای,3
نیاره,3
جوجه‌ی,3
جوجه‌های,3
گردوهاش,3
می‌خواستیم,3
داگی,3
اپدیت,3
میپزه,3
سرهم,3
نیاد.,3
گردو،,3
دایجستیو,3
یهتر,3
نیاورد!,3
اپلیکشن,3
می‌خواد,3
حتا,3
باسرعت,3
طمع.,3
کات,3
Dametoon,3
کلمه‌ای,3
ماستش,3
کبابا,3
مملکت,3
حالمون,3
حالمو,3
…خدا,3
برفی,3
میک,3
پپرونی‌ها,3
زیااد,3
متقبل,3
می‌خرم,3
لارج,3
حال،,3
باش.,3
کا,3
۶۰۰,3
بسیاز,3
واضحا,3
حائز,3
نیاوردن.,3
جیز,3
پپرونی.,3
حضورا,3
حضورى,3
فقط!!!!,3
ملاتی,3
بسار,3
پیاپی,3
کاهوهاش,3
طباخی,3
میکنم‌,3
خاموش,3
بار.,3
قبلى,3
شکی,3
خامه‌ای،,3
کاهوهای,3
مالیاتش,3
پیامی,3
یاعلی,3
پیاز‌ها,3
آفریکانا,3
آف,3
آفتاب,3
نبودولی,3
نشید,3
شکمو,3
بستنی،,3
مسخره,3
هندونه,3
بستنیا,3
گرمى,3
العاده!,3
طبیعیه.,3
می‌بایست,3
خاص،,3
اگرم,3
کارمندان,3
خانوم,3
العاده‌ست,3
یابد,3
آرزو,3
نازه,3
سس،,3
هاشونم,3
آرم,3
ضعف:,3
آرنیکا,3
نزنید.,3
یادآوری,3
دادند!,3
میتونی,3
همینطور،,3
گرونترین,3
ضعیف،,3
ضعیفتر,3
کاره,3
(بدون,3
(برای,3
ملات،,3
قبلیا,3
نبوده.,3
نبوده،,3
بادنجون,3
همینکه,3
بزور,3
میکنند،,3
آسیبی,3
گره,3
ok,3
خاستم,3
نصفشون,3
العادست.,3
حمص,3
حمایت,3
دارچینی,3
دارک,3
متعجبم,3
هویج.,3
اکسپرسم,3
قبلم,3
می‌بود،,3
نیوفتاده,3
سریعه,3
حلش,3
باروژم,3
برنج!,3
اکسپرس.,3
کاردو,3
زحمتاتون,3
نیورد,3
آلومینیوم,3
حقیقت,3
فرمودن,3
نصفشو,3
گرفتیم،,3
زحماتشون,3
میخام,3
حفظش,3
لابلای,3
حضوریشون,3
حضوری،,3
سریع!,3
العادست،,3
Be,3
باروز,3
طریقه,3
کاردرست,3
گرمتون,3
میخاد,3
آقایون,3
قبلنا,3
ناز,3
کارخونه‌ای,3
حیلی,3
گرم؛,3
دارند،,3
معنا,3
نی‌ها,3
متعارف,3
مرررررسی,3
شکلات‌ها,3
نیک,3
طرفش,3
شکلاتیه,3
آلرژی,3
داره؟,3
یجورایی,3
مذه,3
نیومد،,3
حواسشون,3
حواستون,3
آلفردوش,3
پیچیدن,3
گرم)،,3
مدیوم,3
حالم,3
می‌دهد.,3
مناسبتون,3
مشمع,3
بدن،,3
شاالله,3
نمیزارن,3
میزانی,3
۴۵دقیقه,3
بینظیر،,3
وکارکنان,3
نمی‌کنم.,3
بنویسیم,3
محتوی,3
٢نفره,3
شرمندم,3
کردین؟,3
پبتزا,3
پشتیبان,3
تخته‌ای,3
پروبیوتیک,3
میدونه,3
میدونن,3
تخفیفای,3
لول,3
منزلم,3
محتواش,3
لو,3
دوش,3
میرفتیم,3
بوذ,3
پبک,3
انصافیه,3
لوف,3
کوزه‌ای,3
پستوی,3
نامی‌نو,3
س،,3
پروانه,3
تخفیفها,3
نمی‌کنه,3
لایه‌ی,3
رستورانه,3
انگشتی,3
زیگزاگ,3
انتطار,3
مخدوش,3
بهداشتی‌تر,3
فودها,3
عصرونه,3
تحویل.,3
میخونه,3
(و,3
dir,3
چسبونده,3
شده!!!,3
میریختن,3
زیگ,3
اسنپم,3
بدین،,3
رایحه,3
دولت,3
دوقلو,3
تابه,3
قوت:,3
بینظیرتون,3
عصبانیت,3
سیری,3
رفت!,3
مصنوعی,3
۳نفر,3
تحویله,3
پروتئینی,3
نمیکنم،,3
مدرسه,3
٢تا,3
تحویلشم,3
اسنپ‌فود،,3
بوفالو,3
فوم,3
سیرتون,3
عه,3
اسنیکرز,3
دوسشون,3
ترازو,3
کناره‌ها,3
بیفی,3
(هم,3
بذارین.,3
ذاتا,3
اسپرایت،,3
بخوایم,3
٢٤,3
ساکن,3
ذائقه‌ی,3
دوستانه,3
عیدتون,3
مگر,3
روس,3
بهروز,3
…برای,3
Vali,3
رضایت‌بخش,3
کوکیز,3
٢٨,3
استار,3
نمیخواد,3
برخور,3
دورچین‌های,3
سوخاریشم,3
کردند،,3
چربتر,3
کوکی‌های,3
انتقادات,3
ذایقه,3
محشره.,3
و‌خوشمزه,3
پرملات،,3
…البته,3
دیره,3
۱۲۰۰۰,3
انصافی,3
پخت،,3
کوبیدتون,3
بو.,3
میخوندم,3
بگذاره,3
چ,3
پتی,3
لذیذتر,3
دوسر,3
نداشتند.,3
اسپ,3
ساندویچاتون,3
راننده‌ی,3
فرانسه,3
فتوچینی,3
میذارید,3
بدور,3
بگیرند,3
چهارشنبه,3
ازینا,3
میزدم,3
تدبیری,3
اصفهان,3
دیررسید,3
اندازه‌های,3
بگذارند.,3
مهمانم,3
ساندیچ,3
عیبی,3
نمیکردم.,3
میزدن,3
عزیزانی,3
غذت,3
سورپرایزم,3
منظمی,3
پلاچنتا,3
وپنیر,3
Vip,3
شا,3
عهده,3
پرچم,3
ندم,3
رها,3
تاپ-ن-,3
می‌شوند.,3
نذاشتید,3
ویچ,3
شده‌بود,3
انتخابام,3
bshe,3
انچنانی,3
بپرسم,3
برخوردپیک,3
کردم..,3
کردم؛,3
رز,3
کنیم،,3
فووق,3
انداختیم,3
چنانچه,3
Man,3
می‌کنم،,3
اسمشون,3
بگم،,3
شاهکاره,3
تایلندی,3
چاشنی‌ها,3
پ-ن-ل,3
مناسبه،,3
شدید.,3
ساندویچه,3
فاکتوری,3
۱۷,3
بدند.,3
بدید!,3
برایش,3
پاکیزه,3
می‌فرستن.,3
نمیدن.,3
ساندویچشون,3
راویولی,3
راهه,3
انقلاب,3
بخوان,3
مختصر,3
بدونیم,3
سیر،,3
bud-,3
کوچکتری,3
شدم!,3
ساندویچتون,3
بدنه,3
مرغو,3
میدین.,3
می‌گیرند,3
پاستا،,3
۴.,3
غذاهاتونم,3
شده..,3
نمی‌خواد,3
شده؟,3
بپوشم,3
لواش،,3
ویژه.,3
age,3
مناسبى,3
اسمارتیز,3
پشیمان,3
لز,3
دیواره‌ی,3
غذاهاشو,3
شده؟!,3
می‌کنه!,3
دکور,3
بود!!!!!!,3
کم‌نمک,3
میریزین,3
بگزارید.,3
…بقیه,3
مختص,3
کوچیک.,3
می‌کند.,3
نمی‌باشد,3
بخری,3
بهترازاین,3
چارک,3
غذاست.,3
بهداشتی،,3
بخریم,3
بهتربود,3
قوطى,3
موندیم,3
لذیذ‌تر,3
بگذارید،,3
اسمی,3
روحی,3
بگن,3
شرایطی,3
مهمون‌ها,3
کنید:),3
بیکران,3
محدوده‌ی,3
budam,3
بخدا,3
می‌نمایم,3
مصرفشان,3
کم‌بود,3
سوسیسی,3
دومینوی,3
میریختین,3
کنترل,3
سوخاریها,3
bodam,3
پامپی,3
کوچولوی,3
موندنی,3
میرسید،,3
نداشته.,3
روزتون,3
لزومی,3
فاکتورم,3
نمیگرفتم,3
علارغم,3
بهترینا,3
دونفری,3
۲ساعت,3
محسوب,3
ویرایش,3
اسموتی,3
بود،.,3
علاقم,3
بهترمیشه,3
می‌مونه,3
ساندویچهاش,3
می‌شود،,3
فودهایی,3
رساندند,3
انجیری,3
تازه‌ترین,3
راهنمایی,3
۳>,3
نمیکنه،,3
دونفرم,3
ویا,3
لبه,3
رستبیف,3
کرونایی,3
بهترش,3
نامعقول,3
غذاسرد,3
(کمتر,3
نمی‌رفت,3
لذیذ‌ترین,3
bood-,3
لوبیاپلو,3
نمیدانستم,3
بدیم!,3
غذاهاتون.,3
نمیدانم,3
کمید,3
انقضایش,3
بودی,3
ندید.,3
بیارید.,3
اعتبارتون,3
۴۷۵۰,3
نمیارزه,3
عملش,3
نفرستادید.,3
نمیارزه.,3
اصلااا,3
فیل,3
غدا‌ها,3
راضی.,3
میشد!,3
کیسه‌ی,3
مطبوعی,3
کیسه‌ها,3
لحظات,3
مدام,3
نمیاد،,3
بیشتر.,3
ama,3
SnappFood,3
غذا..,3
مناسفانه,3
مشتریاتون,3
کرده‌اش,3
لیتر,3
لطمه,3
مشتریانتون,3
…این,3
تشویقی,3
بنده،,3
ولی‌,3
کنم!,3
دیزان,3
سالهای,3
نمیگیره,3
سوخت,3
استخدام,3
سبب,3
پارسال,3
تزئینی,3
…اگر,3
۲۰،,3
تزئینات,3
بدهید.,3
سایزی,3
نفرستن,3
٥٠٠٠,3
غدای,3
پرخور,3
سوخاریا,3
ذوقم.,3
میدادن.,3
ساعت),3
فیسالیس,3
برارزش,3
دوبرابر,3
روشی,3
دیرکرد,3
ذکره,3
ومثل,3
مطرح,3
نمک.,3
فبول,3
ببشتر,3
نان:,3
استریپس،,3
اشتراک,3
میذاشتن.,3
اشتباهه,3
ندهید.,3
food,3
دوباره.,3
bad,3
سوخاری.,3
فودا,3
دهه,3
ولییی,3
سبزى,3
نداشت!!,3
مطالعه,3
اشو,3
می‌کردن,3
انقدری,3
بودم),3
بکنید،,3
اعتراضی,3
نمیشه،,3
بخورن.,3
من),3
بدرخشید,3
ساندویجهای,3
زیتونی,3
غذائی,3
لحظه‌ای,3
bandi,3
نفرستادن.,3
اشون,3
سالن,3
تاخیر.,3
تطبیق,3
نوتلاش,3
بیخودی,3
راد.,3
غذابا,3
محترم!,3
رباط,3
تصویری,3
پیگیرى,3
کند،,3
بند,3
روغن‌ها,3
پ-ن-د,3
اورد،,3
ساندویج‌ها,3
لحن,3
غیرمنطقی,3
دهنشون,3
ربط,3
رسیدند.,3
بیاورید.,3
اصلا،,3
۳۴,3
میخوری.,3
انسانهای,3
شب‌ها,3
سازى,3
رسیدن،,3
بدهکار,3
بیاورند,3
ببره,3
مداری.,3
انتظارشو,3
بخورم،,3
راجب,3
مخلفاتشم,3
می‌رود,3
منصف,3
بندازه,3
پ,3
رسیدی,3
راحتتر,3
کره‌ها,3
بهترینید.,3
پرسش,3
پرسس,3
bashe,3
پ-ن-یدم,3
عملکردشون,3
لته,3
بدهند.,3
ارزون‌تر,3
۳۵۰,3
۲۰.,3
سینگل,3
مخصوصن,3
غافلگیر,3
فود),3
پذیری,3
فوووووق,3
استاف,3
قولی,3
بودخیلی,3
منفجر,3
ونیم,3
٣٣,3
مشگل,3
بکشه.,3
نمی‌آمد,3
روسی,3
ترشتون,3
اصولی,3
فهمیدم,3
ناندوز,3
بیشترى,3
می‌گذارید,3
می‌زد.,3
behtar,3
او,3
نفرستین,3
نمیدین,3
نمیپ-ن-م.,3
فراوون,3
مخصوصشون,3
تاریخشون,3
رو؟,3
استقبال,3
رسوندن،,3
میدهد,3
بودهم,3
پلمبیر,3
پراز,3
بتوانیم,3
محفظه,3
سیسلی,3
ونرم,3
بیضی,3
نمیزارین,3
لوکیشن,3
تازس,3
مصافت,3
تازس.,3
تردید,3
دورچین،,3
چرب.,3
نرمه,3
اصلاحش,3
دورچینشم,3
انصافا.,3
برآورد,3
نمیخرم,3
بر،,3
رسم,3
پالرمو,3
شدم:),3
چاپ,3
شست,3
٣تا,3
پاستاهای,3
اسکاچ,3
لطیف‌تر,3
عرضی,3
می‌فرستند,3
محترمشون,3
کنندست,3
پدرم,3
۲۷۰۰۰,3
ترس,3
نمیزد,3
بگیریم،,3
دورچبن,3
غریب,3
موید,3
نریزه،,3
برداشتم,3
روش.,3
فودای,3
ببین,3
فوق‌العاده.,3
می‌گذاشتند,3
من..,3
ومناسب,3
بودددددد,3
فام,3
شخصیتی,3
نهایی,3
نمى,3
فووووق,3
لکه,3
ومنظم,3
ببینن,3
رسوندین,3
راضیم،,3
رقابت,3
انقضاها,3
نان.,3
مخصوصم,3
دیزی‌ها,3
بیشتر،,3
کوبیده،,3
میدارم,3
مداریتون.,3
ذهنم,3
ارسالی،,3
ترکیه,3
چونکه,3
رسید!!!!,3
ذهن,3
مگنوم,3
بیارم,3
دوتکه,3
انداز,3
فورا,3
استریپسی,3
ببینید,3
لطیفه‌ها,3
پله‌ها,3
راضی‌,3
بوده),3
عمل،,3
استانبولی,3
دوران,3
انارتون,3
تروتمیز,3
فکنم,3
نهارم,3
نمیتونست,3
محترمتان,3
بهشون.,3
سایزشم,3
١-,3
براحتی,3
بکم,3
رسوندید,3
(چون,3
می‌گیره.,2
نبودن!,2
می‌کنن.,2
(این,2
شاهو.,2
دادند،,2
رایگانی,2
any,2
متشخصی,2
qaza,2
مزگی,2
سپاس!,2
می‌ارزه،,2
دادن..,2
سپااااس,2
شی,2
Ama,2
سیره,2
دادم:,2
سلفن,2
asheghe,2
دادن!!!,2
(ولی,2
نذارید.,2
مغازتون,2
…نون,2
۷۵,2
مرسیی,2
دادم‌,2
نبودم،,2
نبودند.,2
سسس,2
رقابتی,2
محیط‌زیست,2
سس),2
نزنیم,2
دنیای,2
pitza,2
مشتریاش,2
نبود‌,2
نیومدن,2
نمیسوخت,2
ندیدیم,2
داره..,2
شکلات‌های,2
not,2
نمیزنید.,2
نبود۔,2
رمان,2
ه.,2
زوره,2
ه،,2
نماید,2
راضیهستم,2
دارم:,2
ندیدیم،,2
شکلشم,2
ندیم,2
نماید،,2
می‌برم,2
راضی‌ام.,2
سریهای,2
دارن!,2
راضی‌ام،,2
مضاف,2
نمیزنن,2
omidvaram,2
راضی‌کننده,2
مررررررسی,2
می‌کردید.,2
نبود‌.,2
سالمه.,2
یجوری,2
نیوردن,2
رادر,2
Nesbt,2
سالم‌تری,2
نیورده,2
نت,2
راز,2
شکلاتی،,2
می‌کردند,2
می‌گیریم,2
سیرشم,2
دارید؟,2
نایلون.,2
متعدد,2
نمیشم.,2
یخزده,2
داری،,2
(بی,2
۲۰۰گرم,2
شبم,2
نمیشدم,2
می‌گیرید,2
نمیشد،,2
راضب,2
نبور,2
مضره،,2
۲۰۰۰۰,2
شکلاتیش,2
نمیشد!,2
نبودیم،,2
نشیم,2
شاهی,2
هاست.,2
سوفله,2
یادمون,2
هاریبوی,2
سلولزی,2
Az,2
peik,2
هاس,2
دادیم!,2
سالادو,2
peyk,2
سزارهای,2
می‌ارزید،,2
‌اما,2
راهم,2
شکیلی,2
خوشمزززززه,2
یادداشت‌ها,2
سزارهایی,2
هاش،,2
محکم‌تر,2
زدن،,2
داده.,2
متشکر،,2
راهکاری,2
ساتدویچ,2
نرمیش,2
دادنم,2
زدنی,2
…نان,2
هاشمی,2
زدم،,2
۴تاش,2
سالادکلم,2
یاده,2
سابقا,2
رانداشت,2
متشکریم.,2
می‌باشند.,2
سالامی,2
نمیزارید,2
نمایند.,2
سوپربرگرش,2
یافت,2
نماینده,2
راننده‌ای,2
هاتون،,2
نبودو,2
نشویم,2
…اولین,2
دارد..,2
هالوپ-ن-ی,2
مرا,2
رانندگی,2
سزارم,2
زدم.,2
متشکرم،,2
یاران,2
دارا,2
هاداگ,2
هادداگ,2
نذاره,2
هارا,2
نمیریزه,2
سویی,2
نمود.,2
رفیق,2
زمانی‌که,2
۳۶۰و,2
مسبت,2
۹۸,2
سوری,2
رسوندنشون,2
میگیره،,2
۸۵,2
خونم,2
نمیتونستم,2
نرسه.,2
رشته‌ای,2
مرحمت,2
رشته‌ی,2
زمانی،,2
مربایی,2
زمانهای,2
میگیری،,2
گوشکوب,2
زمانه,2
مشتریهاتون,2
نشدم،,2
خونه‌ی,2
ساعتم,2
size,2
ساعت.,2
خوشگله,2
مربع,2
سیفی,2
شیرینیهای,2
می‌گردد.,2
Tar,2
خوشی,2
می‌گردد,2
خوش‌اخلاق.,2
رسپی,2
سفتر,2
۹۷,2
رسوندین.,2
سفت،,2
رسوندید.,2
نباشیدمیگم,2
خوش‌مزه‌ای,2
"""عالی",2
رشید,2
"رسید,",2
نافرم,2
نمیخوام,2
سوپر‌های,2
خووووووب,2
شیرینیاشون,2
گوله,2
ساعی,2
رضایتمو,2
مشتریهای,2
نسبتل,2
نبردم.,2
نبرده,2
رستوران‌ها،,2
هروی,2
خیابان‌ها,2
سفارشهام,2
سافتلن,2
سفارشهارو,2
…کلا,2
<۳,2
سیستمی,2
۹۹,2
Ro,2
سوپرمارکتا,2
هرکدام,2
سورپریز,2
نشدنیه,2
"""لطفا""""",2
نمیتونی,2
خونگی،,2
نامناسب،,2
خونگیه,2
VIP,2
نمیتونید,2
shod,2
۳۸,2
نمیتونیم,2
رضایتم,2
